transcript	module	goodGenes
Solyc05g055310.2.1	turquoise	TRUE
Solyc05g055330.2.1	turquoise	TRUE
Solyc05g055430.2.1	turquoise	TRUE
Solyc05g055440.1.1	turquoise	TRUE
Solyc05g055450.2.1	turquoise	TRUE
Solyc05g055460.1.1	lightgreen	TRUE
Solyc05g055470.2.1	turquoise	TRUE
Solyc05g055480.2.1	darkred	TRUE
Solyc05g055530.2.1	turquoise	TRUE
Solyc05g055540.1.1	turquoise	TRUE
Solyc05g055550.2.1	turquoise	TRUE
Solyc05g055610.2.1	magenta	TRUE
Solyc05g055640.2.1	magenta	TRUE
Solyc05g055650.2.1	turquoise	TRUE
Solyc05g055690.1.1	turquoise	TRUE
Solyc05g055700.2.1	turquoise	TRUE
Solyc05g055770.2.1	magenta	TRUE
Solyc05g055850.2.1	turquoise	TRUE
Solyc05g055890.2.1	turquoise	TRUE
Solyc05g055980.2.1	turquoise	TRUE
Solyc05g056000.2.1	turquoise	TRUE
Solyc05g056020.2.1	magenta	TRUE
Solyc05g056090.2.1	lightgreen	TRUE
Solyc05g056100.2.1	turquoise	TRUE
Solyc05g056160.2.1	turquoise	TRUE
Solyc05g056200.1.1	lightgreen	TRUE
Solyc05g056250.2.1	magenta	TRUE
Solyc05g056320.2.1	magenta	TRUE
Solyc05g056340.2.1	greenyellow	TRUE
Solyc05g056350.2.1	royalblue	TRUE
Solyc05g056420.2.1	turquoise	TRUE
Solyc05g056430.1.1	turquoise	TRUE
Solyc05g056490.2.1	turquoise	TRUE
Solyc05g056520.2.1	turquoise	TRUE
Solyc05g056540.2.1	turquoise	TRUE
Solyc05g056560.2.1	turquoise	TRUE
Solyc06g005000.2.1	greenyellow	TRUE
Solyc06g005060.2.1	greenyellow	TRUE
Solyc06g005080.2.1	turquoise	TRUE
Solyc06g005100.2.1	turquoise	TRUE
Solyc06g005160.2.1	turquoise	TRUE
Solyc06g005190.2.1	magenta	TRUE
Solyc06g005220.2.1	royalblue	TRUE
Solyc06g005260.2.1	turquoise	TRUE
Solyc06g005340.2.1	greenyellow	TRUE
Solyc06g005350.2.1	darkred	TRUE
Solyc06g005420.1.1	greenyellow	TRUE
Solyc06g005450.1.1	turquoise	TRUE
Solyc06g005480.2.1	turquoise	TRUE
Solyc06g005570.2.1	darkred	TRUE
Solyc06g005590.2.1	royalblue	TRUE
Solyc06g005610.1.1	turquoise	TRUE
Solyc06g005630.1.1	turquoise	TRUE
Solyc06g005690.1.1	magenta	TRUE
Solyc06g005720.2.1	turquoise	TRUE
Solyc06g005750.2.1	darkred	TRUE
Solyc06g005790.2.1	royalblue	TRUE
Solyc06g005860.1.1	magenta	TRUE
Solyc06g005880.2.1	magenta	TRUE
Solyc06g005940.2.1	turquoise	TRUE
Solyc06g005970.2.1	turquoise	TRUE
Solyc06g005980.2.1	turquoise	TRUE
Solyc06g006000.2.1	turquoise	TRUE
Solyc06g006040.1.1	turquoise	TRUE
Solyc06g007170.2.1	greenyellow	TRUE
Solyc06g007180.2.1	turquoise	TRUE
Solyc06g007200.2.1	turquoise	TRUE
Solyc06g007260.1.1	turquoise	TRUE
Solyc06g007350.2.1	turquoise	TRUE
Solyc06g007370.1.1	greenyellow	TRUE
Solyc06g007470.2.1	turquoise	TRUE
Solyc06g007510.2.1	turquoise	TRUE
Solyc06g007570.2.1	lightgreen	TRUE
Solyc06g007600.2.1	turquoise	TRUE
Solyc06g007620.2.1	magenta	TRUE
Solyc06g007670.2.1	lightgreen	TRUE
Solyc06g007710.2.1	lightgreen	TRUE
Solyc06g007740.1.1	turquoise	TRUE
Solyc06g007760.2.1	turquoise	TRUE
Solyc06g007790.1.1	darkred	TRUE
Solyc06g007800.2.1	magenta	TRUE
Solyc06g007810.1.1	turquoise	TRUE
Solyc06g007830.1.1	greenyellow	TRUE
Solyc06g007840.2.1	greenyellow	TRUE
Solyc06g007870.2.1	magenta	TRUE
Solyc06g007940.1.1	turquoise	TRUE
Solyc06g007980.2.1	greenyellow	TRUE
Solyc06g008090.2.1	turquoise	TRUE
Solyc06g008170.2.1	lightgreen	TRUE
Solyc06g008190.1.1	magenta	TRUE
Solyc06g008270.2.1	greenyellow	TRUE
Solyc06g008280.2.1	greenyellow	TRUE
Solyc06g008400.1.1	greenyellow	TRUE
Solyc06g008450.2.1	greenyellow	TRUE
Solyc06g008480.1.1	greenyellow	TRUE
Solyc06g008500.2.1	greenyellow	TRUE
Solyc06g008520.2.1	turquoise	TRUE
Solyc06g008600.2.1	turquoise	TRUE
Solyc06g008610.2.1	turquoise	TRUE
Solyc06g008710.1.1	turquoise	TRUE
Solyc06g008720.2.1	lightgreen	TRUE
Solyc06g008730.2.1	lightgreen	TRUE
Solyc06g008770.1.1	greenyellow	TRUE
Solyc06g008790.2.1	turquoise	TRUE
Solyc06g008870.2.1	turquoise	TRUE
Solyc06g008880.2.1	turquoise	TRUE
Solyc06g008900.2.1	turquoise	TRUE
Solyc06g008970.2.1	magenta	TRUE
Solyc06g009070.2.1	turquoise	TRUE
Solyc06g009210.2.1	magenta	TRUE
Solyc06g009220.2.1	lightgreen	TRUE
Solyc06g009260.2.1	turquoise	TRUE
Solyc06g009330.2.1	turquoise	TRUE
Solyc06g009380.2.1	turquoise	TRUE
Solyc06g009440.1.1	darkred	TRUE
Solyc06g009520.2.1	turquoise	TRUE
Solyc06g009640.1.1	turquoise	TRUE
Solyc06g009710.2.1	turquoise	TRUE
Solyc06g009750.2.1	turquoise	TRUE
Solyc06g009770.1.1	turquoise	TRUE
Solyc06g009790.2.1	magenta	TRUE
Solyc06g009860.1.1	darkred	TRUE
Solyc06g009900.1.1	greenyellow	TRUE
Solyc06g009960.1.1	magenta	TRUE
Solyc06g011280.2.1	magenta	TRUE
Solyc06g011450.1.1	turquoise	TRUE
Solyc06g011490.2.1	royalblue	TRUE
Solyc06g016770.2.1	turquoise	TRUE
Solyc06g016790.1.1	magenta	TRUE
Solyc06g017860.1.1	greenyellow	TRUE
Solyc06g019170.2.1	lightgreen	TRUE
Solyc06g019200.2.1	magenta	TRUE
Solyc06g030490.2.1	greenyellow	TRUE
Solyc06g030590.1.1	turquoise	TRUE
Solyc06g034080.2.1	greenyellow	TRUE
Solyc06g034110.2.1	turquoise	TRUE
Solyc06g034160.2.1	magenta	TRUE
Solyc06g034330.2.1	turquoise	TRUE
Solyc06g035450.2.1	turquoise	TRUE
Solyc06g035460.2.1	turquoise	TRUE
Solyc06g035610.2.1	turquoise	TRUE
Solyc06g035790.2.1	turquoise	TRUE
Solyc06g035990.2.1	turquoise	TRUE
Solyc06g036000.2.1	turquoise	TRUE
Solyc06g036080.2.1	turquoise	TRUE
Solyc06g036120.2.1	magenta	TRUE
Solyc06g036130.2.1	turquoise	TRUE
Solyc06g036190.1.1	magenta	TRUE
Solyc06g036250.1.1	turquoise	TRUE
Solyc06g036290.2.1	turquoise	TRUE
Solyc06g036350.2.1	magenta	TRUE
Solyc06g036390.1.1	turquoise	TRUE
Solyc06g036480.1.1	turquoise	TRUE
Solyc06g036490.1.1	turquoise	TRUE
Solyc06g036620.1.1	turquoise	TRUE
Solyc06g036630.1.1	turquoise	TRUE
Solyc06g036700.1.1	magenta	TRUE
Solyc06g042950.2.1	turquoise	TRUE
Solyc06g042960.1.1	turquoise	TRUE
Solyc06g042970.1.1	turquoise	TRUE
Solyc06g043070.2.1	greenyellow	TRUE
Solyc06g043140.2.1	darkred	TRUE
Solyc06g043160.1.1	magenta	TRUE
Solyc06g043170.2.1	turquoise	TRUE
Solyc06g048410.2.1	turquoise	TRUE
Solyc06g048460.1.1	turquoise	TRUE
Solyc06g048530.2.1	turquoise	TRUE
Solyc06g048540.2.1	turquoise	TRUE
Solyc06g048570.2.1	darkred	TRUE
Solyc06g048600.2.1	turquoise	TRUE
Solyc06g048900.1.1	turquoise	TRUE
Solyc06g049030.2.1	magenta	TRUE
Solyc06g050120.2.1	turquoise	TRUE
Solyc06g050130.2.1	turquoise	TRUE
Solyc06g050140.1.1	turquoise	TRUE
Solyc06g050170.2.1	royalblue	TRUE
Solyc06g050210.2.1	turquoise	TRUE
Solyc06g050230.2.1	magenta	TRUE
Solyc06g050310.2.1	magenta	TRUE
Solyc06g050440.2.1	turquoise	TRUE
Solyc06g050550.2.1	turquoise	TRUE
Solyc06g050570.1.1	greenyellow	TRUE
Solyc06g050620.2.1	turquoise	TRUE
Solyc06g050720.2.1	royalblue	TRUE
Solyc06g050830.1.1	turquoise	TRUE
Solyc06g051020.2.1	darkred	TRUE
Solyc06g051140.2.1	turquoise	TRUE
Solyc06g051170.2.1	turquoise	TRUE
Solyc06g051180.1.1	turquoise	TRUE
Solyc06g051190.1.1	turquoise	TRUE
Solyc06g051210.2.1	magenta	TRUE
Solyc06g051370.1.1	royalblue	TRUE
Solyc06g051380.1.1	darkred	TRUE
Solyc06g051490.1.1	turquoise	TRUE
Solyc06g051620.2.1	turquoise	TRUE
Solyc06g051650.2.1	darkred	TRUE
Solyc06g051660.1.1	magenta	TRUE
Solyc06g051930.2.1	lightgreen	TRUE
Solyc06g051940.2.1	lightgreen	TRUE
Solyc06g051980.2.1	darkred	TRUE
Solyc06g052010.1.1	darkred	TRUE
Solyc06g052080.2.1	turquoise	TRUE
Solyc06g053160.2.1	greenyellow	TRUE
Solyc06g053170.2.1	turquoise	TRUE
Solyc06g053240.2.1	royalblue	TRUE
Solyc06g053300.2.1	turquoise	TRUE
Solyc06g053320.2.1	magenta	TRUE
Solyc06g053370.1.1	turquoise	TRUE
Solyc06g053430.2.1	magenta	TRUE
Solyc06g053490.2.1	magenta	TRUE
Solyc06g053540.2.1	turquoise	TRUE
Solyc06g053560.2.1	turquoise	TRUE
Solyc06g053600.2.1	turquoise	TRUE
Solyc06g053610.2.1	turquoise	TRUE
Solyc06g053630.2.1	magenta	TRUE
Solyc06g053660.2.1	magenta	TRUE
Solyc06g053740.2.1	lightgreen	TRUE
Solyc06g053750.2.1	turquoise	TRUE
Solyc06g053870.2.1	turquoise	TRUE
Solyc06g053930.2.1	greenyellow	TRUE
Solyc06g053950.1.1	turquoise	TRUE
Solyc06g053960.2.1	turquoise	TRUE
Solyc06g054010.2.1	magenta	TRUE
Solyc06g054070.2.1	darkred	TRUE
Solyc06g054090.1.1	greenyellow	TRUE
Solyc06g054240.2.1	lightgreen	TRUE
Solyc06g054320.1.1	turquoise	TRUE
Solyc06g054340.1.1	turquoise	TRUE
Solyc06g054410.2.1	turquoise	TRUE
Solyc06g054430.1.1	turquoise	TRUE
Solyc06g054440.2.1	turquoise	TRUE
Solyc06g054510.2.1	turquoise	TRUE
Solyc06g054580.2.1	magenta	TRUE
Solyc06g054670.1.1	royalblue	TRUE
Solyc06g054690.2.1	greenyellow	TRUE
Solyc06g059690.2.1	royalblue	TRUE
Solyc06g059700.2.1	royalblue	TRUE
Solyc06g059710.2.1	turquoise	TRUE
Solyc06g059720.2.1	turquoise	TRUE
Solyc06g059740.2.1	turquoise	TRUE
Solyc06g059750.2.1	royalblue	TRUE
Solyc06g059860.2.1	magenta	TRUE
Solyc06g059900.2.1	turquoise	TRUE
Solyc06g059920.1.1	royalblue	TRUE
Solyc06g060080.2.1	turquoise	TRUE
Solyc06g060090.2.1	turquoise	TRUE
Solyc06g060100.2.1	turquoise	TRUE
Solyc06g060150.2.1	greenyellow	TRUE
Solyc06g060260.2.1	turquoise	TRUE
Solyc06g060270.2.1	royalblue	TRUE
Solyc06g060280.2.1	royalblue	TRUE
Solyc06g060300.1.1	turquoise	TRUE
Solyc06g060370.2.1	royalblue	TRUE
Solyc06g060400.2.1	lightgreen	TRUE
Solyc06g060410.2.1	turquoise	TRUE
Solyc06g060420.2.1	turquoise	TRUE
Solyc06g060500.1.1	magenta	TRUE
Solyc06g060540.2.1	lightgreen	TRUE
Solyc06g060570.2.1	turquoise	TRUE
Solyc06g060610.2.1	turquoise	TRUE
Solyc06g060730.2.1	greenyellow	TRUE
Solyc06g060750.2.1	turquoise	TRUE
Solyc06g060770.2.1	turquoise	TRUE
Solyc06g060870.1.1	turquoise	TRUE
Solyc06g060950.1.1	lightgreen	TRUE
Solyc06g061030.2.1	turquoise	TRUE
Solyc06g061100.2.1	turquoise	TRUE
Solyc06g061190.1.1	turquoise	TRUE
Solyc06g061240.2.1	darkred	TRUE
Solyc06g061280.2.1	greenyellow	TRUE
Solyc06g062280.2.1	turquoise	TRUE
Solyc06g062340.2.1	turquoise	TRUE
Solyc06g062350.2.1	turquoise	TRUE
Solyc06g062500.2.1	turquoise	TRUE
Solyc06g062510.2.1	turquoise	TRUE
Solyc06g062530.2.1	turquoise	TRUE
Solyc06g062770.2.1	magenta	TRUE
Solyc06g062790.2.1	turquoise	TRUE
Solyc06g062830.2.1	greenyellow	TRUE
Solyc06g062890.2.1	lightgreen	TRUE
Solyc06g062920.2.1	magenta	TRUE
Solyc06g063020.2.1	turquoise	TRUE
Solyc06g063040.1.1	turquoise	TRUE
Solyc06g063100.2.1	lightgreen	TRUE
Solyc06g063140.2.1	lightgreen	TRUE
Solyc06g063160.1.1	magenta	TRUE
Solyc06g063250.2.1	turquoise	TRUE
Solyc06g063290.2.1	magenta	TRUE
Solyc06g063310.1.1	turquoise	TRUE
Solyc06g063350.1.1	magenta	TRUE
Solyc06g063410.2.1	turquoise	TRUE
Solyc06g063420.2.1	turquoise	TRUE
Solyc06g064470.2.1	lightgreen	TRUE
Solyc06g064530.1.1	turquoise	TRUE
Solyc06g064590.1.1	turquoise	TRUE
Solyc06g064600.1.1	darkred	TRUE
Solyc06g064610.1.1	turquoise	TRUE
Solyc06g064630.2.1	lightgreen	TRUE
Solyc06g064660.2.1	turquoise	TRUE
Solyc06g064820.2.1	turquoise	TRUE
Solyc06g064890.2.1	magenta	TRUE
Solyc06g064900.2.1	turquoise	TRUE
Solyc06g064910.2.1	magenta	TRUE
Solyc06g065000.1.1	turquoise	TRUE
Solyc06g065010.2.1	greenyellow	TRUE
Solyc06g065030.2.1	magenta	TRUE
Solyc06g065180.2.1	turquoise	TRUE
Solyc06g065300.2.1	turquoise	TRUE
Solyc06g065470.2.1	lightgreen	TRUE
Solyc06g065480.2.1	turquoise	TRUE
Solyc06g065540.2.1	turquoise	TRUE
Solyc06g065560.1.1	turquoise	TRUE
Solyc06g065570.2.1	turquoise	TRUE
Solyc06g065580.2.1	turquoise	TRUE
Solyc06g065700.2.1	turquoise	TRUE
Solyc06g065800.2.1	greenyellow	TRUE
Solyc06g065820.2.1	turquoise	TRUE
Solyc06g065840.2.1	turquoise	TRUE
Solyc06g065920.2.1	turquoise	TRUE
Solyc06g065940.2.1	turquoise	TRUE
Solyc06g066050.2.1	magenta	TRUE
Solyc06g066060.2.1	lightgreen	TRUE
Solyc06g066080.1.1	lightgreen	TRUE
Solyc06g066090.2.1	greenyellow	TRUE
Solyc06g066100.2.1	turquoise	TRUE
Solyc06g066190.2.1	magenta	TRUE
Solyc06g066240.2.1	royalblue	TRUE
Solyc06g066290.2.1	royalblue	TRUE
Solyc06g066300.1.1	royalblue	TRUE
Solyc06g066370.2.1	turquoise	TRUE
Solyc06g066440.2.1	greenyellow	TRUE
Solyc06g066570.2.1	turquoise	TRUE
Solyc06g066610.2.1	turquoise	TRUE
Solyc06g066630.1.1	turquoise	TRUE
Solyc06g066650.2.1	turquoise	TRUE
Solyc06g066670.2.1	turquoise	TRUE
Solyc06g066710.1.1	turquoise	TRUE
Solyc06g066770.1.1	darkred	TRUE
Solyc06g066780.2.1	darkred	TRUE
Solyc06g066800.1.1	greenyellow	TRUE
Solyc06g067910.2.1	turquoise	TRUE
Solyc06g067940.2.1	turquoise	TRUE
Solyc06g067990.2.1	magenta	TRUE
Solyc06g068010.2.1	turquoise	TRUE
Solyc06g068020.1.1	turquoise	TRUE
Solyc06g068060.2.1	turquoise	TRUE
Solyc06g068080.2.1	darkred	TRUE
Solyc06g068090.2.1	turquoise	TRUE
Solyc06g068120.2.1	greenyellow	TRUE
Solyc06g068230.2.1	turquoise	TRUE
Solyc06g068470.2.1	magenta	TRUE
Solyc06g068490.2.1	turquoise	TRUE
Solyc06g068560.2.1	magenta	TRUE
Solyc06g068650.2.1	magenta	TRUE
Solyc06g068680.2.1	turquoise	TRUE
Solyc06g068700.2.1	greenyellow	TRUE
Solyc06g068710.2.1	magenta	TRUE
Solyc06g068720.2.1	turquoise	TRUE
Solyc06g068780.2.1	turquoise	TRUE
Solyc06g068800.2.1	greenyellow	TRUE
Solyc06g068840.2.1	turquoise	TRUE
Solyc06g068940.2.1	darkred	TRUE
Solyc06g068950.2.1	turquoise	TRUE
Solyc06g068980.2.1	magenta	TRUE
Solyc06g069010.2.1	lightgreen	TRUE
Solyc06g069020.2.1	lightgreen	TRUE
Solyc06g069030.2.1	turquoise	TRUE
Solyc06g069040.2.1	magenta	TRUE
Solyc06g069080.2.1	turquoise	TRUE
Solyc06g069290.2.1	magenta	TRUE
Solyc06g069370.2.1	magenta	TRUE
Solyc06g069400.2.1	turquoise	TRUE
Solyc06g069410.2.1	greenyellow	TRUE
Solyc06g069470.2.1	greenyellow	TRUE
Solyc06g069500.2.1	turquoise	TRUE
Solyc06g069520.2.1	turquoise	TRUE
Solyc06g069580.2.1	turquoise	TRUE
Solyc06g069780.2.1	turquoise	TRUE
Solyc06g069860.2.1	magenta	TRUE
Solyc06g070900.2.1	greenyellow	TRUE
Solyc06g071000.2.1	magenta	TRUE
Solyc06g071010.2.1	turquoise	TRUE
Solyc06g071030.2.1	turquoise	TRUE
Solyc06g071100.2.1	magenta	TRUE
Solyc06g071110.2.1	darkred	TRUE
Solyc06g071160.2.1	lightgreen	TRUE
Solyc06g071250.2.1	turquoise	TRUE
Solyc06g071380.2.1	darkred	TRUE
Solyc06g071410.2.1	magenta	TRUE
Solyc06g071510.2.1	darkred	TRUE
Solyc06g071530.2.1	lightgreen	TRUE
Solyc06g071560.2.1	turquoise	TRUE
Solyc06g071570.2.1	turquoise	TRUE
Solyc06g071640.2.1	turquoise	TRUE
Solyc06g071670.1.1	turquoise	TRUE
Solyc06g071720.1.1	lightgreen	TRUE
Solyc06g071780.2.1	turquoise	TRUE
Solyc06g071830.2.1	turquoise	TRUE
Solyc06g071850.2.1	lightgreen	TRUE
Solyc06g071880.2.1	lightgreen	TRUE
Solyc06g071890.2.1	turquoise	TRUE
Solyc06g071960.2.1	turquoise	TRUE
Solyc06g072020.1.1	greenyellow	TRUE
Solyc06g072070.1.1	turquoise	TRUE
Solyc06g072120.2.1	lightgreen	TRUE
Solyc06g072140.2.1	lightgreen	TRUE
Solyc06g072160.2.1	turquoise	TRUE
Solyc06g072220.1.1	turquoise	TRUE
Solyc06g072270.2.1	turquoise	TRUE
Solyc06g072430.1.1	turquoise	TRUE
Solyc06g072490.2.1	lightgreen	TRUE
Solyc06g072500.2.1	turquoise	TRUE
Solyc06g072520.1.1	magenta	TRUE
Solyc06g072550.2.1	magenta	TRUE
Solyc06g072570.2.1	magenta	TRUE
Solyc06g072580.2.1	magenta	TRUE
Solyc06g072700.2.1	magenta	TRUE
Solyc06g072740.1.1	turquoise	TRUE
Solyc06g072750.2.1	turquoise	TRUE
Solyc06g072760.2.1	turquoise	TRUE
Solyc06g072890.1.1	darkred	TRUE
Solyc06g073080.2.1	turquoise	TRUE
Solyc06g073110.2.1	turquoise	TRUE
Solyc06g073130.2.1	darkred	TRUE
Solyc06g073140.1.1	turquoise	TRUE
Solyc06g073150.2.1	turquoise	TRUE
Solyc06g073190.2.1	turquoise	TRUE
Solyc06g073210.2.1	turquoise	TRUE
Solyc06g073230.2.1	lightgreen	TRUE
Solyc06g073280.2.1	turquoise	TRUE
Solyc06g073310.2.1	lightgreen	TRUE
Solyc06g073370.2.1	lightgreen	TRUE
Solyc06g073380.2.1	turquoise	TRUE
Solyc06g073390.2.1	turquoise	TRUE
Solyc06g073420.2.1	turquoise	TRUE
Solyc06g073460.2.1	turquoise	TRUE
Solyc06g073510.2.1	turquoise	TRUE
Solyc06g073550.2.1	turquoise	TRUE
Solyc06g073560.2.1	turquoise	TRUE
Solyc06g073610.2.1	turquoise	TRUE
Solyc06g073630.2.1	turquoise	TRUE
Solyc06g073650.1.1	turquoise	TRUE
Solyc06g073800.2.1	turquoise	TRUE
Solyc06g073880.2.1	turquoise	TRUE
Solyc06g073890.2.1	turquoise	TRUE
Solyc06g073900.2.1	turquoise	TRUE
Solyc06g073910.2.1	turquoise	TRUE
Solyc06g073970.1.1	magenta	TRUE
Solyc06g074130.2.1	turquoise	TRUE
Solyc06g074210.2.1	greenyellow	TRUE
Solyc06g074250.2.1	turquoise	TRUE
Solyc06g074260.2.1	turquoise	TRUE
Solyc06g074290.1.1	magenta	TRUE
Solyc06g074310.2.1	greenyellow	TRUE
Solyc06g074410.2.1	turquoise	TRUE
Solyc06g074430.2.1	lightgreen	TRUE
Solyc06g074530.1.1	turquoise	TRUE
Solyc06g074560.1.1	royalblue	TRUE
Solyc06g074570.1.1	royalblue	TRUE
Solyc06g074590.1.1	royalblue	TRUE
Solyc06g074640.1.1	darkred	TRUE
Solyc06g074670.2.1	greenyellow	TRUE
Solyc06g074710.1.1	royalblue	TRUE
Solyc06g074720.2.1	greenyellow	TRUE
Solyc06g074810.2.1	turquoise	TRUE
Solyc06g074820.2.1	turquoise	TRUE
Solyc06g074840.2.1	turquoise	TRUE
Solyc06g074960.2.1	turquoise	TRUE
Solyc06g074980.2.1	darkred	TRUE
Solyc06g075010.2.1	turquoise	TRUE
Solyc06g075090.2.1	turquoise	TRUE
Solyc06g075110.2.1	royalblue	TRUE
Solyc06g075180.1.1	lightgreen	TRUE
Solyc06g075190.1.1	magenta	TRUE
Solyc06g075300.1.1	turquoise	TRUE
Solyc06g075310.2.1	turquoise	TRUE
Solyc06g075350.1.1	lightgreen	TRUE
Solyc06g075400.2.1	turquoise	TRUE
Solyc06g075540.2.1	turquoise	TRUE
Solyc06g075550.2.1	turquoise	TRUE
Solyc06g075640.1.1	magenta	TRUE
Solyc06g075650.2.1	turquoise	TRUE
Solyc06g075830.1.1	magenta	TRUE
Solyc06g075930.1.1	magenta	TRUE
Solyc06g075960.1.1	turquoise	TRUE
Solyc06g076040.2.1	greenyellow	TRUE
Solyc06g076050.2.1	turquoise	TRUE
Solyc06g076160.2.1	turquoise	TRUE
Solyc06g076170.2.1	turquoise	TRUE
Solyc06g076230.1.1	turquoise	TRUE
Solyc06g076340.2.1	greenyellow	TRUE
Solyc06g076400.2.1	magenta	TRUE
Solyc06g076410.2.1	turquoise	TRUE
Solyc06g076450.2.1	turquoise	TRUE
Solyc06g076460.2.1	turquoise	TRUE
Solyc06g076510.2.1	magenta	TRUE
Solyc06g076520.1.1	turquoise	TRUE
Solyc06g076570.1.1	turquoise	TRUE
Solyc06g076590.2.1	greenyellow	TRUE
Solyc06g076600.1.1	turquoise	TRUE
Solyc06g076610.2.1	lightgreen	TRUE
Solyc06g076670.2.1	royalblue	TRUE
Solyc06g076690.2.1	magenta	TRUE
Solyc06g076920.2.1	turquoise	TRUE
Solyc06g076940.2.1	turquoise	TRUE
Solyc06g081980.1.1	darkred	TRUE
Solyc06g082010.2.1	turquoise	TRUE
Solyc06g082090.2.1	lightgreen	TRUE
Solyc06g082120.2.1	turquoise	TRUE
Solyc06g082160.2.1	turquoise	TRUE
Solyc06g082180.1.1	turquoise	TRUE
Solyc06g082210.1.1	turquoise	TRUE
Solyc06g082240.2.1	turquoise	TRUE
Solyc06g082260.2.1	royalblue	TRUE
Solyc06g082270.1.1	turquoise	TRUE
Solyc06g082290.2.1	turquoise	TRUE
Solyc06g082390.2.1	greenyellow	TRUE
Solyc06g082410.1.1	magenta	TRUE
Solyc06g082460.1.1	turquoise	TRUE
Solyc06g082510.2.1	turquoise	TRUE
Solyc06g082520.2.1	lightgreen	TRUE
Solyc06g082580.2.1	lightgreen	TRUE
Solyc06g082600.2.1	turquoise	TRUE
Solyc06g082630.2.1	turquoise	TRUE
Solyc06g082640.2.1	darkred	TRUE
Solyc06g082650.2.1	lightgreen	TRUE
Solyc06g082700.1.1	turquoise	TRUE
Solyc06g082710.2.1	magenta	TRUE
Solyc06g082760.2.1	greenyellow	TRUE
Solyc06g082800.2.1	greenyellow	TRUE
Solyc06g082830.2.1	lightgreen	TRUE
Solyc06g082840.2.1	darkred	TRUE
Solyc06g082870.2.1	lightgreen	TRUE
Solyc06g082890.2.1	turquoise	TRUE
Solyc06g082920.2.1	turquoise	TRUE
Solyc06g082990.2.1	turquoise	TRUE
Solyc06g083000.1.1	turquoise	TRUE
Solyc06g083010.1.1	turquoise	TRUE
Solyc06g083040.2.1	greenyellow	TRUE
Solyc06g083050.2.1	greenyellow	TRUE
Solyc06g083100.1.1	turquoise	TRUE
Solyc06g083170.2.1	greenyellow	TRUE
Solyc06g083180.2.1	lightgreen	TRUE
Solyc06g083190.2.1	turquoise	TRUE
Solyc06g083210.2.1	turquoise	TRUE
Solyc06g083220.2.1	turquoise	TRUE
Solyc06g083260.2.1	turquoise	TRUE
Solyc06g083300.2.1	turquoise	TRUE
Solyc06g083330.2.1	turquoise	TRUE
Solyc06g083340.2.1	turquoise	TRUE
Solyc06g083490.2.1	turquoise	TRUE
Solyc06g083510.2.1	turquoise	TRUE
Solyc06g083520.2.1	turquoise	TRUE
Solyc06g083540.2.1	lightgreen	TRUE
Solyc06g083640.2.1	magenta	TRUE
Solyc06g083650.2.1	lightgreen	TRUE
Solyc06g083670.2.1	turquoise	TRUE
Solyc06g083690.2.1	turquoise	TRUE
Solyc06g083730.2.1	turquoise	TRUE
Solyc06g083780.2.1	lightgreen	TRUE
Solyc06g083860.2.1	turquoise	TRUE
Solyc06g083890.2.1	greenyellow	TRUE
Solyc06g083960.1.1	darkred	TRUE
Solyc06g084030.2.1	turquoise	TRUE
Solyc06g084070.2.1	royalblue	TRUE
Solyc06g084080.2.1	turquoise	TRUE
Solyc06g084200.1.1	turquoise	TRUE
Solyc06g084210.2.1	greenyellow	TRUE
Solyc06g084220.1.1	turquoise	TRUE
Solyc06g084250.2.1	royalblue	TRUE
Solyc06g084350.2.1	turquoise	TRUE
Solyc06g084360.2.1	turquoise	TRUE
Solyc06g084390.2.1	turquoise	TRUE
Solyc06g084470.2.1	turquoise	TRUE
Solyc06g084500.2.1	darkred	TRUE
Solyc06g084530.2.1	turquoise	TRUE
Solyc06g084550.2.1	lightgreen	TRUE
Solyc06g084570.2.1	turquoise	TRUE
Solyc06g084580.1.1	magenta	TRUE
Solyc06g084600.1.1	greenyellow	TRUE
Solyc06g084820.1.1	magenta	TRUE
Solyc07g005090.2.1	greenyellow	TRUE
Solyc07g005120.2.1	turquoise	TRUE
Solyc07g005170.1.1	magenta	TRUE
Solyc07g005190.2.1	turquoise	TRUE
Solyc07g005250.1.1	turquoise	TRUE
Solyc07g005320.2.1	greenyellow	TRUE
Solyc07g005360.2.1	turquoise	TRUE
Solyc07g005390.2.1	turquoise	TRUE
Solyc07g005430.2.1	turquoise	TRUE
Solyc07g005440.1.1	magenta	TRUE
Solyc07g005460.2.1	turquoise	TRUE
Solyc07g005480.2.1	turquoise	TRUE
Solyc07g005500.2.1	turquoise	TRUE
Solyc07g005510.2.1	turquoise	TRUE
Solyc07g005520.1.1	turquoise	TRUE
Solyc07g005570.2.1	darkred	TRUE
Solyc07g005620.2.1	greenyellow	TRUE
Solyc07g005640.2.1	magenta	TRUE
Solyc07g005650.2.1	royalblue	TRUE
Solyc07g005660.2.1	lightgreen	TRUE
Solyc07g005690.2.1	darkred	TRUE
Solyc07g005700.2.1	turquoise	TRUE
Solyc07g005750.2.1	magenta	TRUE
Solyc07g005770.2.1	turquoise	TRUE
Solyc07g005810.2.1	lightgreen	TRUE
Solyc07g005890.2.1	darkred	TRUE
Solyc07g005960.2.1	turquoise	TRUE
